organization_name,subdomain,default_time_zone,created_date,status
AAAA TRADING PTE LTD,aaaatrading,Asia/Singapore,23/04/2024,Active
(Demo) F&B Showcase,fnbshowcase,Asia/Singapore,22/04/2024,Active
(Demo) Retails Showcase,retailsshowcase,Asia/Singapore,22/04/2024,Active
(Demo) Retail Online Training (EPOS Internal Use),retailonlinetraining,Asia/Singapore,22/04/2024,Active
Sri Vetri Store,srivetri,Asia/Singapore,20/04/2024,Active
MIJIN & CO. PTE. LTD.,hansang,Asia/Singapore,20/04/2024,Active
Ikura Orchard Pte Ltd,ikuraorchard,Asia/Singapore,19/04/2024,Active
Cheng Hua S Mart,chenghua,Asia/Singapore,19/04/2024,Active
HIANG JI PTE. LTD.,hiangji,Asia/Singapore,18/04/2024,Active
Regal Entertainment Pte Ltd,regalentertainment,Asia/Singapore,18/04/2024,Active
Jing Ran Pte Ltd,jingran,Asia/Singapore,17/04/2024,Active
C J Han Trading & Services,cjhantradingservices,Asia/Singapore,17/04/2024,Active
1ST LANDINGS PTE LTD,1stlanding,Asia/Singapore,15/04/2024,Active
Song Luck (Tampines) Cooked Food (Also known as Ding Heng),songluck,Asia/Singapore,13/04/2024,Active
Ume Maru Pte Ltd,umemaru,Asia/Singapore,12/04/2024,Active
Pro Hair Studio,prohairstudio,Asia/Singapore,12/04/2024,Active
New Generation Holdings Pte Ltd,ngh,Asia/Singapore,12/04/2024,Active
Etronin Home Appliances Service & Trading Pte Ltd,etroninhome,Asia/Singapore,11/04/2024,Active
Pub Caribbean,pubcaribbean,Asia/Singapore,11/04/2024,Active
Barmuteary Pte. Ltd.,barmuteary,Asia/Singapore,09/04/2024,Active
DDPM ASSOCIATES PTE. LTD.,ddpm,Asia/Singapore,08/04/2024,Active
IPG hospitality Pte Ltd,akasa,Asia/Singapore,05/04/2024,Active
Rong Lee Da,rongleeda,Asia/Singapore,05/04/2024,Active
HONG TAI GINSENG BIRDNEST PTE LTD,hongtaigb,Asia/Singapore,02/04/2024,Active
TORA-SAN PRIVATE LIMITED,torasan,Asia/Singapore,28/03/2024,Active
STAR ONESTOP,staronestop,Asia/Singapore,28/03/2024,Active
KATIPUNAN TRADING,katipunantrading,Asia/Singapore,28/03/2024,Active
FASHION STORY PTE. LTD.,fashionstory2,Asia/Singapore,27/03/2024,Active
SOON HOCK MINI SUPERMARKET (KANG CHING),soonhockkc,Asia/Singapore,26/03/2024,Active
WARM UP CAFE PTE. LTD.,warmupcafe,Asia/Singapore,26/03/2024,Active
BANH MI BE BI PTE. LTD.,banhmibebi,Asia/Singapore,20/03/2024,Active
KINSMAN PTE. LTD. ,kinsman,Asia/Singapore,20/03/2024,Active
Airbus Asia Training Centre Pte Ltd,airbus,Asia/Singapore,19/03/2024,Active
MOMENTS HOME AND LIVING PTE LTD,momentshomeandliving,Asia/Singapore,19/03/2024,Active
MINT SQUARE PTE. LTD.,mintsquare,Asia/Singapore,15/03/2024,Active
KINDRED FOLK PRIVATE LIMITED,oddity,Asia/Singapore,11/03/2024,Active
C2 OPTICS CENTRE,c2optics,Asia/Singapore,05/03/2024,Active
SLDTE PTE. LTD.,sldte,Asia/Singapore,05/03/2024,Active
JPL SPORTS,jplsports,Asia/Singapore,28/02/2024,Active
A BEAUTIFUL LIFE LLP,mondaycoffee,Asia/Singapore,28/02/2024,Active
(Demo) Operation Trial,trial4,Asia/Singapore,22/02/2024,Active
(Demo) Operation Trial,trial3,Asia/Singapore,22/02/2024,Active
(Demo) Operation Trial,trial2,Asia/Singapore,22/02/2024,Active
GINKGO DISCOVERIES,ginkgo,Asia/Singapore,21/02/2024,Active
The Roots Unisex Hair Salon Pte. Ltd.,therootsunisexhairsalon,Asia/Singapore,20/02/2024,Active
SEE YA TONIGHT PTE. LTD.,seeyatonight,Asia/Singapore,16/02/2024,Active
GALACTIC ALLIANCE PTE LTD,galacticalliance,Asia/Singapore,16/02/2024,Active
LALA ADVENTURES SG PTE. LTD.,lalaadventures,Asia/Singapore,15/02/2024,Active
ARTISTIC GROUNDS,artisticgrounds,Asia/Singapore,15/02/2024,Active
MORNING CATCH PTE. LTD.,morningcatch,Asia/Singapore,15/02/2024,Active
FOGO TALK SERVICE PTE LTD,fogotalkservice,Asia/Singapore,14/02/2024,Active
HAVE FUN BUGIS PTE. LTD.,havefunbugis,Asia/Singapore,14/02/2024,Active
E PIN MALA PTE LTD,pinxiang,Asia/Singapore,08/02/2024,Active
TROPICAL DIGITS,tropicaldigits,Asia/Singapore,08/02/2024,Active
Peer + Food Pte Ltd,peerfood,Asia/Singapore,08/02/2024,Active
SINGAPORE POST LIMITED,singpost,Asia/Singapore,06/02/2024,Active
AGLIO OLIO LLP,aglioolio,Asia/Singapore,05/02/2024,Active
SINGAPORE MICO PTE LTD,wowodian,Asia/Singapore,05/02/2024,Active
KHAN BROTHERS PTE. LTD.,khan,Asia/Singapore,05/02/2024,Active
ECD INVESTMENT PTE LTD,thepit,Asia/Singapore,01/02/2024,Active
KA HENG PTE. LTD.,kaheng,Asia/Singapore,01/02/2024,Active
ARUNA SUPERMARKET PTE. LTD.,arunagrandmart,Asia/Singapore,30/01/2024,Active
FULL HOUSE SALON PTE. LTD.,fullhousesalon,Asia/Singapore,29/01/2024,Active
Moorthy Minimart (S) Pte Ltd,moorthyminimart,Asia/Singapore,29/01/2024,Active
Berkat Sepakat Minimart,berkatsepakat,Asia/Singapore,26/01/2024,Active
KAI SIONG TIMBER MERCHANT CO,kst,Asia/Singapore,24/01/2024,Active
PENG KWEE WATCHES AND JEWELLERY PTE LTD,pengkwee,Asia/Singapore,23/01/2024,Active
J&W PREMIUM AND EXCLUSIVE PTE. LTD,jwpremiumandexclusive,Asia/Singapore,23/01/2024,Active
WARABIMOQI PTE. LTD.,warabi,Asia/Singapore,23/01/2024,Active
EJ Victory Pte Ltd,ejvictory,Asia/Singapore,19/01/2024,Active
D & G MARKETING PTE. LTD.,dgmarketing,Asia/Singapore,19/01/2024,Active
Vetreska Future Pet Food Pte Ltd,fur,Asia/Singapore,18/01/2024,Active
LOVELOTSLUXURY PTE LTD,lovelotsluxury,Asia/Singapore,17/01/2024,Active
Uvalue Electric Hardware Pte Ltd,uvalueelectrichardware,Asia/Singapore,16/01/2024,Active
SHOW BROTHERS PTE. LTD.,824sanye,Asia/Singapore,16/01/2024,Active
OBJECTIFS CENTRE LTD,objectifscentre,Asia/Singapore,16/01/2024,Active
TIAN WANG DESSERTS PTE LTD ,tianwangdesserts,Asia/Singapore,16/01/2024,Active
EMMA GROUPS CONSTRUCTION PTE. LTD.,emmabuilder,Asia/Singapore,15/01/2024,Active
BLACK PINK BROW LASH PTE LTD,blackpinkbrowlash,Asia/Singapore,13/01/2024,Active
XIN EN VEGETARIAN LLP,xinen,Asia/Singapore,12/01/2024,Active
FASHION STORY PTE. LTD.,fashionstory,Asia/Singapore,11/01/2024,Active
ASCENDAS RETAIL PTE LTD,ascendas,Asia/Singapore,11/01/2024,Active
Three Diamonds Construction And Trading Pte Ltd,threediamonds,Asia/Singapore,10/01/2024,Active
Ning's Services,currycafe,Asia/Singapore,10/01/2024,Active
CHU HENG TRADING ,chuhengtrading,Asia/Singapore,08/01/2024,Active
PEARL HILL GARDEN RESTAURANT PTE. LTD.,pearlhillgarden,Asia/Singapore,08/01/2024,Active
D'SPRING ENTERPRISE HOLDINGS PTE. LTD.,dspring,Asia/Singapore,05/01/2024,Active
CHAN KOK HON VEGETABLES & FRUITS TRADING,chankokhonvegandfruits,Asia/Singapore,04/01/2024,Active
JHUMKA ENTERTAINMENT,jhumkaentertainment,Asia/Singapore,04/01/2024,Active
ANNAPOORNA PTE. LTD.,annapoorna,Asia/Singapore,03/01/2024,Active
Golden Hung Ho Marketing,goldenhunghomarketing,Asia/Singapore,03/01/2024,Active
CHENNAI MART PTE. LTD.,chennaimart,Asia/Singapore,03/01/2024,Active
COSMIC VAULT PTE. LTD.,cosmicvault,Asia/Singapore,02/01/2024,Active
Blessed Associates Pte Ltd,nailcandy,Asia/Singapore,31/12/2023,Active
BROCOLEE PTE. LTD.,brocolee,Asia/Singapore,29/12/2023,Active
Grillmaster Lifestyle Pte Ltd,grillmaster,Asia/Singapore,29/12/2023,Active
Cherry Pink Pte Ltd,cherrypink,Asia/Singapore,29/12/2023,Active
Utopia17,utopia17,Asia/Singapore,29/12/2023,Active
MAYFUN,mayfun,Asia/Singapore,29/12/2023,Active
BEST AIR-CONDITIONING & MATERIALS SUPPLIES PTE LTD,bestaircon,Asia/Singapore,28/12/2023,Active
THESPARO PTE. LTD.,thesparo,Asia/Singapore,28/12/2023,Active
MOGHUL SWEETS PRIVATE LIMITED ,moghulsweets,Asia/Singapore,26/12/2023,Active
EIO HAIR STUDIO,e10,Asia/Singapore,22/12/2023,Active
THE CHOICE GIFT HOUSE,thechoicegifthouse,Asia/Singapore,21/12/2023,Active
Sarawak Trade & Tourism Co. Pte. Ltd.,statos,Asia/Singapore,20/12/2023,Active
Grace Beauty House,gracebeauty,Asia/Singapore,19/12/2023,Active
ACC COLOUR CENTRE PTE LTD,acccolourcentre,Asia/Singapore,18/12/2023,Active
HUA FONG KEE FOOD COURT PTE LTD,116coffeeshop,Asia/Singapore,18/12/2023,Active
Hue Salon SG Pte Ltd,huesalon,Asia/Singapore,18/12/2023,Active
LEE FOOD PTE LTD,leefood,Asia/Singapore,15/12/2023,Active
Central Diner Pte Ltd,centraldiner,Asia/Singapore,14/12/2023,Active
Profitrade Pte. Ltd.,ugift,Asia/Singapore,13/12/2023,Active
LAPIS LAZULI WHOLEFOOD PTE LTD,lapislazuli,Asia/Singapore,11/12/2023,Active
YUANXING CHAOZHOU RESTAURANT PTE. LTD.,yuanxing,Asia/Singapore,10/12/2023,Active
LING CARPETS,lingcarpets,Asia/Singapore,09/12/2023,Active
SAN TCM CLINIC LLP,santcm,Asia/Singapore,08/12/2023,Active
RYO SUSHI PTE LTD,ryosushi,Asia/Singapore,06/12/2023,Active
WANTON NOODLE HOUSE,wantonnoodlehouse,Asia/Singapore,02/12/2023,Active
NIHON SUSHI PTE LTD,nihonsushi,Asia/Singapore,02/12/2023,Active
NEW GREATMART PTE. LTD.,newgreatmart,Asia/Singapore,01/12/2023,Active
3 Mins Coffee (SG) Pte Ltd,3minscoffeesg,Asia/Singapore,30/11/2023,Active
Kuai Le Bei Pte Ltd,kuailebei,Asia/Singapore,30/11/2023,Active
YOKOHAMA JAPAN RAMEN PTE LTD,yokohamaramen,Asia/Singapore,30/11/2023,Active
Straco Leisure Pte Ltd,sgflyer,Asia/Singapore,29/11/2023,Active
AMK COLOR CENTRE PTE LTD,amkcolorcentre,Asia/Singapore,29/11/2023,Active
Seoul Butchery Pte Ltd,seoulbutchery,Asia/Singapore,29/11/2023,Active
BLACK MOON FOOD PTE. LTD.,xianyugang94,Asia/Singapore,28/11/2023,Active
Z SEAL MARKETING,zseal,Asia/Singapore,28/11/2023,Active
PUSHPA TRADING PTE. LTD.,pushpa,Asia/Singapore,27/11/2023,Active
Manise Indo Cuisine LLP,maniseindocuisine,Asia/Singapore,27/11/2023,Active
SHO F&B PTE LTD,shofnb,Asia/Singapore,24/11/2023,Active
Master Yang Feng Shui Pte Ltd,masteryangfengshui,Asia/Singapore,24/11/2023,Active
INLINEX PRIVATE LIMITED,inlinex,Asia/Singapore,22/11/2023,Active
MABUHAY SING ALONG,mabuhaysingalong,Asia/Singapore,22/11/2023,Active
BZTAG ENTERPRISE PTE. LTD.,bztag,Asia/Singapore,19/11/2023,Active
RAW FOR PAW PTE. LTD.,rawforpaw,Asia/Singapore,19/11/2023,Active
LURE HAVEN LIMITED LIABILITY PARTNERSHIP,lurehaven,Asia/Singapore,17/11/2023,Active
FRESHPICK MART,freshpick686,Asia/Singapore,16/11/2023,Active
Yee Kor Hong Pte Ltd,yeekorhong,Asia/Singapore,16/11/2023,Active
United Nails Supply Pte Ltd,unitednailssupply,Asia/Singapore,15/11/2023,Active
SINGINGMOON HOLDINGS PTE. LTD.,singingmoon,Asia/Singapore,15/11/2023,Active
Garage 833 LLP,garage833,Asia/Singapore,14/11/2023,Active
WINE ORCHARD PTE LTD,wineorchard,Asia/Singapore,14/11/2023,Active
TOL@KALLANG PTE. LTD.,tolkallang,Asia/Singapore,14/11/2023,Active
THE DAILY INN (AMK 226F) PTE. LTD.,thedailyinn226amk,Asia/Singapore,14/11/2023,Active
AZERA COLOUR CENTRE & TRADING LLP,azera,Asia/Singapore,10/11/2023,Active
INZODIAC STATIONARY AND GIFT,inzodiac,Asia/Singapore,09/11/2023,Active
Nature Enterprise ,natureenterprise,Asia/Singapore,08/11/2023,Active
MEET & EAT @ 608 AMK PTE LTD,608amk,Asia/Singapore,07/11/2023,Active
MADERA SG (CWP) PTE. LTD.,maderasg,Asia/Singapore,06/11/2023,Active
EARTH AND OCEAN PRIVATE LIMITED,anatta,Asia/Singapore,06/11/2023,Active
TWO WHEELS BETTER PTE. LTD.,2wheels,Asia/Singapore,02/11/2023,Active
K.S.B Hardware & Building Material Pte Ltd,ksb,Asia/Singapore,31/10/2023,Active
Rich & Good Cake Shop Pte Ltd,richgoodcakeshop,Asia/Singapore,26/10/2023,Active
A YOGURT PTE LTD,ayogurt,Asia/Singapore,26/10/2023,Active
YTH PTE LTD,tipsytime,Asia/Singapore,26/10/2023,Active
KOMALA'S VEGE MART PTE. LTD.,kvm,Asia/Singapore,25/10/2023,Active
ATF ENTERTAINMENT PTE LTD,atfentertainment,Asia/Singapore,24/10/2023,Active
Fu Ying Sheng Pte Ltd,fuyingsheng,Asia/Singapore,24/10/2023,Active
ESSAR SOCIAL PTE. LTD.,social,Asia/Singapore,23/10/2023,Active
Duke Dessert Pte. Ltd.,dukedessert,Asia/Singapore,21/10/2023,Active
SKT MART PTE LTD (CLEMENTI),sktmartclementi,Asia/Singapore,20/10/2023,Active
THE COFFEE LAB & ROASTERS PTE. LTD.,coffeelab5,Asia/Singapore,19/10/2023,Active
PUNGGOL GOLF RANGE PTE LTD,punggolgolfrange,Asia/Singapore,19/10/2023,Active
SING LI FOOD JUNCTION,singlifoodjunction,Asia/Singapore,19/10/2023,Active
NEW GAO SHENG ENTERPRISE PTE LTD,newgaosheng,Asia/Singapore,18/10/2023,Active
LUSHKARA BEAUTY & BRIDAL SERVICES LLP,lushkara,Asia/Singapore,16/10/2023,Active
SUVAI FOODS PTE LTD,suvaifoods,Asia/Singapore,16/10/2023,Active
HOE SOON YI ELECTRICAL HARDWARE PTE LTD,hsy,Asia/Singapore,10/10/2023,Active
J & T FOOD AND WINE PTE LTD,aumariage,Asia/Singapore,09/10/2023,Active
GUROBU ASIA PACIFIC PTE LTD,gurobusports,Asia/Singapore,06/10/2023,Active
HEY SUGAR CAFE PTE LTD,heysugar,Asia/Singapore,05/10/2023,Active
DGS Mart,dgsmart,Asia/Singapore,05/10/2023,Active
SSJ ENTERPRISE PTE. LTD.,ssjent,Asia/Singapore,02/10/2023,Active
HENG ENG BOON SUPERMART,heb,Asia/Singapore,30/09/2023,Active
YOUNIQUE PTE. LTD,ikigai,Asia/Singapore,30/09/2023,Active
LIFE AND LIQUOR PTE. LTD.,highspirited,Asia/Singapore,29/09/2023,Active
A-STAR BOOK STORE,astarbookstore,Asia/Singapore,28/09/2023,Active
Dreamy Fish Pte Ltd,dreamyfish,Asia/Singapore,28/09/2023,Active
TUK TUK CHA (S) PTE LTD,tuktukcha,Asia/Singapore,25/09/2023,Active
Cambridge Book Centre,cambridgebookcentre,Asia/Singapore,23/09/2023,Active
HUI SHANG (GROUP) SINGAPORE PTE LTD,huishanggroup,Asia/Singapore,23/09/2023,Active
Y.X. VEGETARIAN FOOD,yxvegetarianfood,Asia/Singapore,15/09/2023,Active
ECOTECTURE PTE. LTD.,ecotecture,Asia/Singapore,14/09/2023,Active
ASPINE WELLNESS PTE. LTD.,aspinewellness,Asia/Singapore,14/09/2023,Active
ORCHID SEAFOOD LLP,chenghoothian,Asia/Singapore,13/09/2023,Active
MARUSAYA PTE. LTD.,tsukijisushiten,Asia/Singapore,13/09/2023,Active
IMAGINARIUM PRODUCTIONS PTE. LTD.,imaginarium,Asia/Singapore,13/09/2023,Active
CEY SINGAPORE PTE. LTD.,ceysingapore,Asia/Singapore,13/09/2023,Active
KAIOH PTE. LTD.,kaiohdon,Asia/Singapore,13/09/2023,Active
BEACH ROAD SCISSOR-CUT CURRY RICE,beachroadscissorcut,Asia/Singapore,13/09/2023,Active
LUXURY NEVERFULL SG PTE LTD,luxuryneverfull,Asia/Singapore,12/09/2023,Active
 TINHILL SALON PTE. LTD.,tinhill,Asia/Singapore,11/09/2023,Active
FRESH PRODUCE SPECIALIST,fps,Asia/Singapore,07/09/2023,Active
(Demo) Jek Ren PM Testing,pmtest,Asia/Singapore,07/09/2023,Active
JENSWORLD BALLOON,jensworldballoon,Asia/Singapore,07/09/2023,Active
MY TCM PTE LTD,mytcm,Asia/Singapore,07/09/2023,Active
1588 LE PTE. LTD.,1588le,Asia/Singapore,07/09/2023,Active
ALL WOULD ENVY PTE LTD,allwouldenvy,Asia/Singapore,07/09/2023,Active
(Demo) EPOS Sales Demo,epossalesdemo,Asia/Singapore,07/09/2023,Active
MSCT PTE LTD,msct17,Asia/Singapore,05/09/2023,Active
EVERYDAY MART 139,everydaymart139,Asia/Singapore,04/09/2023,Active
RED TIMBER GROUP PTE. LTD.,redtimbergroup,Asia/Singapore,04/09/2023,Active
THE CYCLE AND CARRIAGE COMPANY (1926) LIMITED,cyclecarriage,Asia/Singapore,04/09/2023,Active
BHC CHICKEN PTE. LTD.,bhcchicken,Asia/Singapore,25/08/2023,Active
UNION BOOK COMPANY (PRIVATE) LIMITED,unionbook,Asia/Singapore,25/08/2023,Active
QUEEN'S COUTURE,thedenimstore,Asia/Singapore,23/08/2023,Active
SPICEBOX RESTAURANT PTE. LTD,delhi6,Asia/Singapore,22/08/2023,Active
MK KOREAN,ilmiri,Asia/Singapore,22/08/2023,Active
THE FLUFFY CHEF PTE LTD,thefluffychef,Asia/Singapore,22/08/2023,Active
Yong Her Sin Medical Store,yonghersinmedicalstore,Asia/Singapore,16/08/2023,Active
HAWKSTAR PTE. LTD.,hawkstar,Asia/Singapore,15/08/2023,Active
POH HUAT KIOSK,pohhuatkiosk,Asia/Singapore,14/08/2023,Active
HEALTH & BEAUTY PTE LTD,hnb,Asia/Singapore,11/08/2023,Active
MAKAN MAKAN PTE. LTD.,clovelly,Asia/Singapore,11/08/2023,Active
MAXEEM TURKISH RESTAURANT PTE. LTD,cappadocia,Asia/Singapore,11/08/2023,Active
MAXEEM TURKISH RESTAURANT PTE. LTD,layali,Asia/Singapore,10/08/2023,Active
LE BIJOUX PTE LTD,sweetsprinkles,Asia/Singapore,10/08/2023,Active
Lina Confectionery & Trading,linaconfectionery,Asia/Singapore,08/08/2023,Active
LEI YUEN COFFEE & TEA PTE. LTD,leiyuen,Asia/Singapore,07/08/2023,Active
LLUVIA PTE. LTD.,lluvia,Asia/Singapore,04/08/2023,Active
PIADINI ITALIAN STREATS PTE. LTD.,piadini,Asia/Singapore,04/08/2023,Active
JI ZAI JI PRIVATE LIMITED,jizaiji,Asia/Singapore,04/08/2023,Active
Breakfast At Fluffy's Pte Ltd,breakfastatfluffys,Asia/Singapore,03/08/2023,Active
RED CAPSULE PROJECT PTE. LTD.,rcp,Asia/Singapore,03/08/2023,Active
KTM 11 SUPERMARKET,ktm11supermarket,Asia/Singapore,03/08/2023,Active
Clio Beauty Pte Ltd,beautylyfe,Asia/Singapore,02/08/2023,Active
WAH LONG CHINESE MEDICAL HALL,whampoa,Asia/Singapore,02/08/2023,Active
WAH LONG CHINESE MEDICAL HALL,fernvale,Asia/Singapore,02/08/2023,Active
TOKO INDO PTE LTD,tokoindo,Asia/Singapore,02/08/2023,Active
OBRO INTERNATIONAL PTE LTD,obrointernational,Asia/Singapore,31/07/2023,Active
YAT KA YAN PTE. LTD.,yatkayan,Asia/Singapore,31/07/2023,Active
RUMA'S,rumas,Asia/Singapore,29/07/2023,Active
SNR (S) TRADING PTE LTD,bbcorner,Asia/Singapore,26/07/2023,Active
DREAMZ BEAUTY PTE LTD,everydaysalon,Asia/Singapore,26/07/2023,Active
AROMA SEITA PTE LTD,terratokyo,Asia/Singapore,25/07/2023,Active
PAWCIOUS MOMENT PTE. LTD,pawciousmoment,Asia/Singapore,24/07/2023,Active
CAPELLI PTE LTD,capelli,Asia/Singapore,21/07/2023,Active
NHR INTERNATIONAL PTE LTD,dajie,Asia/Singapore,20/07/2023,Active
LINK 2 LINK ASIA PACIFIC PTE LTD,link2link,Asia/Singapore,20/07/2023,Active
The Public House,tph,Asia/Singapore,19/07/2023,Active
CHANG HARDWARE TRADING PTE LTD,changhardware,Asia/Singapore,19/07/2023,Active
SULTANA CATERING PTE LTD,mayaschai,Asia/Singapore,18/07/2023,Active
PRASANNA'S PTE LTD,prasanna,Asia/Singapore,18/07/2023,Active
ONSHORE FOOD PTE LTD,onshore1,Asia/Singapore,18/07/2023,Active
ONSHORE FOOD PTE LTD,onshore2,Asia/Singapore,18/07/2023,Active
Hock Siang Cheng Enterprise Pte Ltd,hsc,Asia/Singapore,18/07/2023,Active
NATURE BAKERY,naturebakery,Asia/Singapore,17/07/2023,Active
Hock Siang Cheng Enterprise Pte Ltd,pyt,Asia/Singapore,17/07/2023,Active
People Advantage Pte Ltd,peopleadv,Asia/Singapore,17/07/2023,Active
SILVER HOUSE,silverhouse,Asia/Singapore,17/07/2023,Active
GEARAGE LLP,gearage,Asia/Singapore,16/07/2023,Active
SUN LIK TRADING PTE LTD,sunliktrading,Asia/Singapore,12/07/2023,Active
BURP FOOD PTE LTD,burp,Asia/Singapore,11/07/2023,Active
Kim Tian Colour Centre,kimtiancolourcentre,Asia/Singapore,10/07/2023,Active
HONG XIN ACE MINIMART PTE LTD,umarthongxin,Asia/Singapore,10/07/2023,Active
GNOMON WATCHES PTE LTD,gnomonwatches,Asia/Singapore,06/07/2023,Active
HAO OPEN FOODS PTE. LTD.,haoopenfoods,Asia/Singapore,06/07/2023,Active
YAKULT (SINGAPORE) PRIVATE LIMITED ,yakultsg,Asia/Singapore,05/07/2023,Active
Chan Ah Beng Trading 2007,chanahbengtrading,Asia/Singapore,04/07/2023,Active
MATOTO HOLDINGS PTE. LTD.,matotoholdings,Asia/Singapore,01/07/2023,Active
Club 261,club261,Asia/Singapore,30/06/2023,Active
MARUSAYA PTE LTD,tensushi,Asia/Singapore,23/06/2023,Active
KAH HENG (F&B) ENTERPRISE,kahhengseafood,Asia/Singapore,22/06/2023,Active
9 KOI MARKETING PTE LTD,novita,Asia/Singapore,21/06/2023,Active
MY PRIVATE CHEF PTE LTD,myprivatechef,Asia/Singapore,20/06/2023,Active
UNION ENERGY PTE LTD,uniongas,Asia/Singapore,20/06/2023,Active
LAM LEE HO TRADING,lamleeho,Asia/Singapore,19/06/2023,Active
Slim D'Madames Pte Ltd,slimdmadames,Asia/Singapore,19/06/2023,Active
NAM WAH PAI TRADITIONAL CHINESE PHYSICIAN CENTRE,namwahpai,Asia/Singapore,16/06/2023,Active
OMNI AQUATIC SUPPLIES PTE LTD,omniaquatic,Asia/Singapore,16/06/2023,Active
JANE DEER (SINGAPORE) PTE LTD,janedeer,Asia/Singapore,15/06/2023,Active
 D'KOFFIE PTE LTD,dkoffie,Asia/Singapore,14/06/2023,Active
Corlison Private Limited,corlison,Asia/Singapore,14/06/2023,Active
O3 ESTATE PTE LTD,o3estate,Asia/Singapore,14/06/2023,Active
YEO & LIU ENTERPRISE,yeoliu,Asia/Singapore,12/06/2023,Active
OASIS BAKERY PTE. LTD,osb,Asia/Singapore,12/06/2023,Active
Zion Creation,zioncreation,Asia/Singapore,12/06/2023,Active
TINTIN FLOWERS PTE. LTD.,tintinflowers,Asia/Singapore,07/06/2023,Active
WIPERMART PTE LTD,wipermart,Asia/Singapore,06/06/2023,Active
QUANTUM GLOBE PTE LTD,quantum,Asia/Singapore,06/06/2023,Active
JR LEGACY PTE. LTD.,jrlegacy,Asia/Singapore,05/06/2023,Active
Kway Guan Huat Joo Chiat Popiah (Since 1938) Pte. Ltd.,kghjoochiatpopiah,Asia/Singapore,05/06/2023,Active
HOCK KEE COFFEE,hockkeecoffee,Asia/Singapore,05/06/2023,Active
Ezhomepr,ezhomepr,Asia/Singapore,31/05/2023,Active
Ezhomekopitiam,ezhomekopitiam,Asia/Singapore,31/05/2023,Active
Ezhomesk123,ezhomesk123,Asia/Singapore,31/05/2023,Active
Reddotsk,reddotsk,Asia/Singapore,31/05/2023,Active
THE JADE GALLERIA,thejadegalleria,Asia/Singapore,31/05/2023,Active
JLA BAR CONCEPTS PTE. LTD.,lwb,Asia/Singapore,29/05/2023,Active
CHAI HOCK EATING HOUSE,chaihockeatinghouse,Asia/Singapore,29/05/2023,Active
SAATVIK FOOD PTE LTD,saatvikfood,Asia/Singapore,28/05/2023,Active
BK @824tampines,824tampines,Asia/Singapore,26/05/2023,Active
SAAA CARGO SERVICES PTE. LTD.,saaacargo,Asia/Singapore,26/05/2023,Active
Accedes Mart ,accedesmart,Asia/Singapore,23/05/2023,Active
JUICE STORIES LLP,juicestories,Asia/Singapore,23/05/2023,Active
MUD ROCK PTE. LTD.,mudrock,Asia/Singapore,19/05/2023,Active
VIENNA SCHOOL OF MUSIC PTE LIMITED,viennamusicschool,Asia/Singapore,18/05/2023,Active
KSB (B) ENTERPRISES ,ksbenterprises,Asia/Singapore,15/05/2023,Active
Fresh Snobs Pte. Ltd. ,freshsnobs,Asia/Singapore,15/05/2023,Active
 SOD cafe upperthomson,sodcafeupperthomson,Asia/Singapore,11/05/2023,Active
50 Rafflesplace private limited,angiesoysterbar,Asia/Singapore,10/05/2023,Active
AROMA FOOD ENTERPRISE PTE LTD,umesan,Asia/Singapore,10/05/2023,Active
AJ DELIGHTS PTE. LTD.,ajdelights,Asia/Singapore,09/05/2023,Active
E-BEST FOOD PTE. LTD.,kaogeyu,Asia/Singapore,08/05/2023,Active
THAI BAANG @ SINGPOST CENTRE PTE LTD,thaibaang,Asia/Singapore,05/05/2023,Active
CATINTHEHAT ,catinthehat,Asia/Singapore,03/05/2023,Active
HOSEH MART,hoseh,Asia/Singapore,03/05/2023,Active
PFX GOLF PTE LTD,pfxgolf,Asia/Singapore,03/05/2023,Active
HAIRIF SALON,hairifsalon,Asia/Singapore,27/04/2023,Active
TEN DOLLAR.COM SALON,tendollarcomsalon,Asia/Singapore,21/04/2023,Active
uMart Private Limited,umart,Asia/Singapore,20/04/2023,Active
DURIAN GARDEN HUB PTE LTD,dg01,Asia/Singapore,18/04/2023,Active
LZMY PTE. LTD.,lzmy,Asia/Singapore,18/04/2023,Active
(Demo) JB Trial 3,jbtrial3,Asia/Singapore,17/04/2023,Active
(Demo) JB Trial 2,jbtrial2,Asia/Singapore,17/04/2023,Active
(Demo) Services Online Training (EPOS Internal Use),jbtrial,Asia/Singapore,17/04/2023,Active
UF TECHNOLOGY,uftechnology,Asia/Singapore,17/04/2023,Active
COOKING ART INDUSTRIES PTE LTD,rainbow,Asia/Singapore,15/04/2023,Active
717 Pte Ltd,717,Asia/Singapore,14/04/2023,Active
SOON HOCK MINI SUPERMARKET,soonhock,Asia/Singapore,13/04/2023,Active
(Demo) DAN PTE. LTD. ,dan,Asia/Singapore,12/04/2023,Active
SL FOODS PTE. LTD.,slfoods1,Asia/Singapore,11/04/2023,Active
SOD CAFE CiYuan,sodcafehougang,Asia/Singapore,11/04/2023,Active
SYH HARDWARE (PTE.) LTD.,syh,Asia/Singapore,11/04/2023,Active
KANG YU CHINESE MEDICAL HALL (WOODLANDS),ky768,Asia/Singapore,10/04/2023,Active
(Demo) Operation Trial,trial1,Asia/Singapore,10/04/2023,Active
